date,inst_CFR,cumul_CFR
2023-01-01,0.001621,0.001722
2023-01-02,0.00147,0.001719
2023-01-03,0.001554,0.001716
2023-01-04,0.001436,0.001712
2023-01-05,0.001482,0.001711
2023-01-06,0.001681,0.001712
2023-01-07,0.001813,0.001714
2023-01-08,0.002648,0.001726
2023-01-09,0.002761,0.001727
2023-01-10,0.002639,0.001725
2023-01-11,0.002683,0.001725
2023-01-12,0.002577,0.001726
2023-01-13,0.002411,0.001728
2023-01-14,0.002299,0.001729
2023-01-15,0.001651,0.001729
2023-01-16,0.0016,0.00173
2023-01-17,0.00159,0.001729
2023-01-18,0.00148,0.001728
2023-01-19,0.001491,0.00173
2023-01-20,0.001217,0.001727
2023-01-21,0.000955,0.001723
2023-01-22,0.000786,0.001719
2023-01-23,0.000594,0.001717
2023-01-24,0.000445,0.001715
2023-01-25,0.000299,0.001712
2023-01-26,0.0,0.001708
