date,total,Keelung,Taipei,New_Taipei,Taoyuan,Hsinchu,Hsinchu_C,Miaoli,Taichung,Changhua,Nantou,Yunlin,Chiayi,Chiayi_C,Tainan,Kaohsiung,Pingtung,Yilan,Hualien,Taitung,Penghu,Kinmen,Matsu,total_avg,Keelung_avg,Taipei_avg,New_Taipei_avg,Taoyuan_avg,Hsinchu_avg,Hsinchu_C_avg,Miaoli_avg,Taichung_avg,Changhua_avg,Nantou_avg,Yunlin_avg,Chiayi_avg,Chiayi_C_avg,Tainan_avg,Kaohsiung_avg,Pingtung_avg,Yilan_avg,Hualien_avg,Taitung_avg,Penghu_avg,Kinmen_avg,Matsu_avg
2023-01-01,16524,287,1637,3444,1836,643,480,432,2108,797,228,283,230,159,1317,1819,315,205,117,95,30,56,6,24970.8571,361.2857,2750.0,5231.1429,2798.0,932.8571,806.5714,633.4286,3278.0,1133.8571,346.4286,421.4286,340.4286,217.2857,1989.2857,2546.2857,414.8571,313.8571,194.0,112.2857,45.8571,98.2857,5.4286
2023-01-02,24647,371,2734,5005,2396,749,634,600,3274,1224,372,517,382,273,2105,2724,498,336,159,106,45,136,7,25004.1429,374.5714,2761.7143,5246.7143,2760.5714,912.4286,792.0,622.0,3296.7143,1136.8571,345.7143,432.2857,336.1429,223.1429,1992.4286,2574.7143,426.4286,313.1429,193.0,110.7143,45.1429,101.7143,6.0
2023-01-03,33379,471,3707,6856,3490,1131,1000,847,4477,1384,456,564,472,308,2829,3724,639,433,233,167,75,101,15,25782.8571,391.1429,2844.5714,5401.2857,2787.5714,913.4286,798.1429,647.8571,3415.8571,1154.2857,365.1429,450.1429,354.5714,235.0,2072.8571,2704.2857,452.1429,326.1429,193.5714,116.2857,49.5714,101.2857,7.7143
2023-01-04,31087,453,3506,6360,3400,1035,891,679,4183,1295,428,502,456,261,2593,3445,593,425,237,164,58,116,7,26256.5714,395.2857,2901.8571,5479.1429,2823.1429,917.5714,784.8571,643.1429,3493.0,1174.7143,366.7143,452.0,367.1429,234.8571,2138.4286,2789.7143,479.5714,334.5714,196.8571,122.4286,53.0,101.0,7.5714
2023-01-05,27279,383,2931,5520,2984,821,785,697,3605,1181,362,508,403,265,2221,3065,630,379,208,134,65,125,7,26266.1429,395.7143,2890.4286,5462.8571,2812.0,891.1429,769.0,642.2857,3480.1429,1167.0,366.7143,455.7143,377.4286,241.8571,2150.1429,2829.2857,501.2857,347.0,194.2857,124.0,55.1429,105.0,7.7143
2023-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
