date,arr_incidence,local_incidence
2023-01-01,,1.0452
2023-01-02,,1.06
2023-01-03,,1.0635
2023-01-04,,1.0993
2023-01-05,,1.1218
2023-01-06,,1.1245
2023-01-07,,1.1169
2023-01-08,,1.1049
2023-01-09,,1.1092
2023-01-10,,1.1095
2023-01-11,,1.0597
2023-01-12,,1.0078
2023-01-13,,0.9717
2023-01-14,,0.9473
2023-01-15,,0.9344
2023-01-16,,0.9242
2023-01-17,,0.8934
2023-01-18,,0.8654
2023-01-19,,0.8381
2023-01-20,,0.8169
2023-01-21,,0.821
2023-01-22,,0.8084
2023-01-23,,0.7783
2023-01-24,,0.7474
2023-01-25,,0.7201
2023-01-26,,0.7246
2023-01-27,,0.7618
2023-01-28,,0.8003
2023-01-29,,0.8497
2023-01-30,,0.9201
2023-01-31,,1.0256
2023-02-01,,1.1181
2023-02-02,,1.166
2023-02-03,,1.1727
2023-02-04,,1.1503
2023-02-05,,1.1239
2023-02-06,,1.0897
2023-02-07,,1.0359
2023-02-08,,0.9901
2023-02-09,,0.9529
2023-02-10,,0.9175
2023-02-11,,0.8845
2023-02-12,,0.8494
2023-02-13,,0.8253
2023-02-14,,0.8079
2023-02-15,,0.7813
2023-02-16,,0.7561
2023-02-17,,0.7307
2023-02-18,,0.7114
2023-02-19,,0.7029
2023-02-20,,0.6993
2023-02-21,,0.6795
2023-02-22,,0.6591
2023-02-23,,0.6448
2023-02-24,,0.6327
2023-02-25,,0.6233
2023-02-26,,0.6069
2023-02-27,,0.5808
2023-02-28,,0.5377
2023-03-01,,0.5118
2023-03-02,,0.5101
