date,positive_rate,imp_inci_rate,indi_inci_rate,fatality
2021-01-01,0.0056453682319733125,0.0021960471151926527,0.0,0.008728179551122194
2021-01-02,0.00653765690376569,0.00253910217347146,0.0,0.008663366336633664
2021-01-03,0.00746268656716418,0.002788392027264277,0.0,0.008620689655172414
2021-01-04,0.005810882197569996,0.0022403258655804485,0.0,0.008588957055214725
2021-01-05,0.0061572907920514975,0.0021808088818398097,0.0,0.008567931456548347
2021-01-06,0.005936319481921207,0.0021078854076841996,0.0,0.008547008547008548
2021-01-07,0.005900461775269369,0.0020609318996415767,0.0,0.00851581508515815
2021-01-08,0.005355064027939464,0.0017933723196881088,0.0,0.008484848484848486
2021-01-09,0.0046587467971115765,0.001445608962775569,0.0,0.008454106280193236
2021-01-10,0.0036281179138321993,0.0010480120521385995,0.0,0.008454106280193236
2021-01-11,0.004513064133016628,0.0011740715565717113,0.0,0.008393285371702638
2021-01-12,0.004970414201183432,0.0010985834056085571,1.2112389970216782e-05,0.008353221957040573
2021-01-13,0.005507662835249041,0.0010358605041187788,1.2112389970216782e-05,0.00831353919239905
2021-01-14,0.0045004500450045,0.0007535795026375282,1.2112389970216782e-05,0.00831353919239905
2021-01-15,0.0035849432383987254,0.0006793478260869564,1.2112389970216782e-05,0.00830367734282325
2021-01-16,0.004327375352775165,0.0008527330092947897,1.8168584955325175e-05,0.008225616921269096
2021-01-17,0.004921618665694495,0.0010005220114842526,2.4224779940433564e-05,0.008187134502923977
2021-01-18,0.0046519355374646945,0.0010087276873821324,3.0280974925541954e-05,0.008120649651972157
2021-01-19,0.004719949653870358,0.0010360827064282174,4.239336489575874e-05,0.008064516129032258
2021-01-20,0.0040923706518561824,0.000978952520802741,4.844955988086713e-05,0.008045977011494253
2021-01-21,0.004389691305579156,0.0012929338355163302,4.844955988086713e-05,0.008018327605956471
2021-01-22,0.005269726806268202,0.0014482259232440262,6.056194985108391e-05,0.007945516458569807
2021-01-23,0.004299674267100977,0.0010709130697955952,6.056194985108391e-05,0.007918552036199095
2021-01-24,0.00434727017005498,0.0010053765790969094,6.66181448361923e-05,0.007874015748031496
2021-01-25,0.003359044538442399,0.0007135961046047936,6.056194985108391e-05,0.007874015748031496
2021-01-26,0.002556653108657757,0.0006351474733039576,3.633716991065035e-05,0.007865168539325843
2021-01-27,0.002558398220244716,0.000735414283379637,3.0280974925541954e-05,0.007838745800671893
2021-01-28,0.0023394300297745634,0.0007634959130512888,3.0280974925541954e-05,0.00782122905027933
2021-01-29,0.0018075918859208676,0.0008070156561037282,1.8168584955325175e-05,0.008898776418242492
2021-01-30,0.0024250654767678727,0.001236335242061426,3.633716991065035e-05,0.0088008800880088
2021-01-31,0.0020778239516433695,0.001465320742429176,2.4224779940433564e-05,0.008781558726673985
2021-02-01,0.002285600715492397,0.0018806295159853508,2.4224779940433564e-05,0.008771929824561403
2021-02-02,0.0021204410517387615,0.0027573529411764708,2.4224779940433564e-05,0.008743169398907104
2021-02-03,0.0021186440677966097,0.003294350189425136,2.4224779940433564e-05,0.009814612868047983
2021-02-04,0.002252675051623803,0.0031791448100460967,2.4224779940433564e-05,0.009793253536452665
2021-02-05,0.002486016159105034,0.0030158730158730157,3.0280974925541954e-05,0.009750812567713976
2021-02-06,0.0017020310904345855,0.0022085502445180626,6.056194985108391e-06,0.00974025974025974
2021-02-07,0.0018323408153916628,0.0022893772893772895,6.056194985108391e-06,0.009708737864077669
2021-02-08,0.0018544274455261933,0.002276176024279211,6.056194985108391e-06,0.009698275862068966
2021-02-09,0.0029182879377431903,0.002544529262086514,1.2112389970216782e-05,0.00964630225080386
2021-02-10,0.003346346904629113,0.002861230329041488,1.2112389970216782e-05,0.009625668449197862
