id,國家,統計日期,疫苗廠牌,第一劑累計接種人次,第二劑累計接種人次,追加劑累計接種人次,加強劑累計接種人次,第2次追加劑,第2次加強劑,總共累計接種人次
85,Taiwan,2022-11-07,ALL,21784347,20499947,17089235,184458,2546267,0,62104254
84,Taiwan,2022-11-08,Oxford/AstraZeneca,8072482,7164493,60016,720,0,0,15297711
83,Taiwan,2022-11-08,高端,1019476,988943,946068,12057,99978,0,3066522
82,Taiwan,2022-11-08,BNT,7642436,7032198,4407947,45111,232342,0,19360034
81,Taiwan,2022-11-08,Novavax,19259,25920,80122,1454,338978,0,465733
80,Taiwan,2022-11-08,Moderna,5031843,5291015,11596359,125040,1876735,0,23920992
79,Taiwan,2022-11-08,ALL,21785496,20502569,17090512,184382,2548033,0,62110992
78,Taiwan,2022-11-09,Oxford/AstraZeneca,8072483,7164495,60016,720,0,0,15297714
77,Taiwan,2022-11-09,高端,1019502,989001,946266,12011,100391,0,3067171
76,Taiwan,2022-11-09,BNT,7643254,7034162,4408492,44980,232845,0,19363733
75,Taiwan,2022-11-09,Novavax,19326,26044,80398,1455,339694,0,466917
74,Taiwan,2022-11-09,Moderna,5032058,5291759,11596702,124415,1877057,0,23921991
73,Taiwan,2022-11-09,ALL,21786623,20505461,17091874,183581,2549987,0,62117526
72,Taiwan,2022-11-10,Oxford/AstraZeneca,8072484,7164499,60024,713,0,0,15297720
71,Taiwan,2022-11-10,高端,1019510,989010,946306,12011,100513,0,3067350
70,Taiwan,2022-11-10,BNT,7644065,7035978,4409320,44918,233371,0,19367652
69,Taiwan,2022-11-10,Novavax,19407,26163,80627,1456,340535,0,468188
68,Taiwan,2022-11-10,Moderna,5032326,5292446,11596985,124274,1877340,0,23923371
67,Taiwan,2022-11-10,ALL,21787792,20508096,17093262,183372,2551759,0,62124281
66,Taiwan,2022-11-11,Oxford/AstraZeneca,8072486,7164501,60024,713,0,0,15297724
65,Taiwan,2022-11-11,高端,1019514,989014,946360,12006,100597,0,3067491
64,Taiwan,2022-11-11,BNT,7645258,7038753,4410335,44857,233985,0,19373188
63,Taiwan,2022-11-11,Novavax,19472,26341,80957,1451,341273,0,469494
62,Taiwan,2022-11-11,Moderna,5032605,5293430,11597490,124094,1877512,0,23925131
61,Taiwan,2022-11-11,ALL,21789335,20512039,17095166,183121,2553367,0,62133028
60,Taiwan,2022-11-12,Oxford/AstraZeneca,8072487,7164501,60025,713,0,0,15297726
59,Taiwan,2022-11-12,高端,1019517,989028,946430,12004,100739,0,3067718
58,Taiwan,2022-11-12,BNT,7646592,7042025,4411062,44854,234388,0,19378921
57,Taiwan,2022-11-12,Novavax,19564,26501,81319,1453,342669,0,471506
56,Taiwan,2022-11-12,Moderna,5032912,5294521,11597905,124089,1877663,0,23927090
55,Taiwan,2022-11-12,ALL,21791072,20516576,17096741,183113,2555459,0,62142961
54,Taiwan,2022-11-14,Oxford/AstraZeneca,8072489,7164500,60026,713,0,0,15297728
53,Taiwan,2022-11-14,高端,1019529,989052,946522,11994,101160,0,3068257
52,Taiwan,2022-11-14,BNT,7647100,7043086,4411603,44770,234781,0,19381340
51,Taiwan,2022-11-14,Novavax,19596,26574,81487,1458,343154,0,472269
50,Taiwan,2022-11-14,Moderna,5033169,5295234,11598441,123852,1878005,0,23928701
49,Taiwan,2022-11-14,ALL,21791883,20518446,17098079,182787,2557100,0,62148295
48,Taiwan,2022-11-15,Oxford/AstraZeneca,8072511,7164522,60026,713,0,0,15297772
47,Taiwan,2022-11-15,高端,1019540,989074,946589,11992,101345,0,3068540
46,Taiwan,2022-11-15,BNT,7647759,7044460,4412356,44727,235321,0,19384623
45,Taiwan,2022-11-15,Novavax,19636,26655,81683,1458,343674,0,473106
44,Taiwan,2022-11-15,Moderna,5033639,5296229,11599352,123681,1878406,0,23931307
43,Taiwan,2022-11-15,ALL,21793085,20520940,17100006,182571,2558746,0,62155348
42,Taiwan,2022-11-16,Oxford/AstraZeneca,8072511,7164524,60026,705,0,0,15297766
41,Taiwan,2022-11-16,高端,1019541,989075,946600,11990,101358,0,3068564
40,Taiwan,2022-11-16,BNT,7648532,7046343,4413054,44670,235928,0,19388527
39,Taiwan,2022-11-16,Novavax,19719,26833,82031,1461,344581,0,474625
38,Taiwan,2022-11-16,Moderna,5033923,5296959,11599755,123526,1878722,0,23932885
37,Taiwan,2022-11-16,ALL,21794226,20523734,17101466,182352,2560589,0,62162367
36,Taiwan,2022-11-17,Oxford/AstraZeneca,8072513,7164525,60027,635,0,0,15297700
35,Taiwan,2022-11-17,高端,1019540,989075,946605,11990,101359,0,3068569
34,Taiwan,2022-11-17,BNT,7649238,7048133,4413801,44568,236566,0,19392306
33,Taiwan,2022-11-17,Novavax,19792,26954,82315,1463,345402,0,475926
32,Taiwan,2022-11-17,Moderna,5034248,5297857,11600220,123463,1878943,0,23934731
31,Taiwan,2022-11-17,ALL,21795331,20526544,17102968,182119,2562270,0,62169232
30,Taiwan,2022-11-18,Oxford/AstraZeneca,8072515,7164528,60029,623,0,0,15297695
29,Taiwan,2022-11-18,高端,1019541,989076,946621,11987,101362,0,3068587
28,Taiwan,2022-11-18,BNT,7650206,7050467,4414651,44413,237151,0,19396888
27,Taiwan,2022-11-18,Novavax,19852,27075,82612,1469,346201,0,477209
26,Taiwan,2022-11-18,Moderna,5034586,5299049,11600489,123418,1879261,0,23936803
25,Taiwan,2022-11-18,ALL,21796700,20530195,17104402,181910,2563975,0,62177182
24,Taiwan,2022-11-19,Oxford/AstraZeneca,8072516,7164531,60029,608,0,0,15297684
23,Taiwan,2022-11-19,高端,1019541,989075,946622,11987,101366,0,3068591
22,Taiwan,2022-11-19,BNT,7651114,7052914,4415291,44385,237541,0,19401245
21,Taiwan,2022-11-19,Novavax,19911,27200,83009,1470,347311,0,478901
20,Taiwan,2022-11-19,Moderna,5034850,5300131,11600776,123414,1879847,0,23939018
19,Taiwan,2022-11-19,ALL,21797932,20533851,17105727,181864,2566065,0,62185439
18,Taiwan,2022-11-20,Oxford/AstraZeneca,8072515,7164529,60029,623,0,0,15297696
17,Taiwan,2022-11-20,高端,1019541,989075,946623,11987,101365,0,3068591
16,Taiwan,2022-11-20,BNT,7650968,7052490,4415217,44426,237489,0,19400590
15,Taiwan,2022-11-20,Novavax,19881,27134,82781,1470,346643,0,477909
14,Taiwan,2022-11-20,Moderna,5034780,5299889,11600731,123415,1879799,0,23938614
13,Taiwan,2022-11-20,ALL,21797685,20533117,17105381,181921,2565296,0,62183400
12,Taiwan,2022-11-21,Oxford/AstraZeneca,8072517,7164533,60036,583,0,0,15297669
11,Taiwan,2022-11-21,高端,1019544,989081,946629,11987,101389,0,3068630
10,Taiwan,2022-11-21,BNT,7651474,7053805,4415742,44351,237879,0,19403251
9,Taiwan,2022-11-21,Novavax,19957,27299,83213,1470,347799,0,479738
8,Taiwan,2022-11-21,Moderna,5035087,5300905,11601248,123357,1880133,0,23940730
7,Taiwan,2022-11-21,ALL,21798579,20535623,17106868,181748,2567200,0,62190018
6,Taiwan,2022-11-22,Oxford/AstraZeneca,8072523,7164540,60036,550,0,0,15297649
5,Taiwan,2022-11-22,高端,1019545,989086,946636,11986,101394,0,3068647
4,Taiwan,2022-11-22,BNT,7652125,7055025,4416324,44151,238172,0,19405797
3,Taiwan,2022-11-22,Novavax,20010,27379,83418,1472,348213,0,480492
2,Taiwan,2022-11-22,Moderna,5035453,5301830,11601426,123459,1880296,0,23942464
1,Taiwan,2022-11-22,ALL,21799656,20537860,17107840,181618,2568075,0,62195049
