id,iso_code,洲名,國家,日期,總確診數,新增確診數,七天移動平均新增確診數,總確診數/每百萬人,新增確診數/每百萬人,七天移動平均新增確診數/每百萬人,總人口數,新聞稿發佈新增確診數
143,TWN,亞洲,台灣,2022-10-02,6547708,43286,42522.429,274038.400,1811.630,1779.673,23893396,43307
142,TWN,亞洲,台灣,2022-10-03,6581117,33409,43189.000,275436.652,1398.252,1807.571,23893396,33431
141,TWN,亞洲,台灣,2022-10-04,6630642,49525,43723.429,277509.401,2072.748,1829.938,23893396,49574
140,TWN,亞洲,台灣,2022-10-05,6685516,54874,44627.857,279806.018,2296.618,1867.790,23893396,54929
139,TWN,亞洲,台灣,2022-10-06,6731939,46423,44856.857,281748.940,1942.922,1877.375,23893396,46484
138,TWN,亞洲,台灣,2022-10-07,6782664,50725,45894.857,283871.912,2122.972,1920.818,23893396,50779
137,TWN,亞洲,台灣,2022-10-08,6826989,44325,46081.000,285727.027,1855.115,1928.608,23893396,44534
136,TWN,亞洲,台灣,2022-10-09,6871538,44549,46261.429,287591.517,1864.490,1936.160,23893396,44565
135,TWN,亞洲,台灣,2022-10-10,6903610,32072,46070.429,288933.813,1342.296,1928.166,23893396,32117
134,TWN,亞洲,台灣,2022-10-11,6945018,41408,44910.857,290666.844,1733.031,1879.635,23893396,41438
133,TWN,亞洲,台灣,2022-10-12,6997376,52358,44551.429,292858.160,2191.317,1864.592,23893396,52405
132,TWN,亞洲,台灣,2022-10-13,7050750,53374,45544.429,295091.999,2233.839,1906.151,23893396,53421
131,TWN,亞洲,台灣,2022-10-14,7098970,48220,45186.571,297110.130,2018.131,1891.174,23893396,48267
130,TWN,亞洲,台灣,2022-10-15,7142418,43448,45061.286,298928.541,1818.410,1885.931,23893396,43510
129,TWN,亞洲,台灣,2022-10-16,7183912,41494,44624.857,300665.171,1736.630,1867.665,23893396,41541
128,TWN,亞洲,台灣,2022-10-17,7212738,28826,44161.143,301871.613,1206.442,1848.257,23893396,28847
127,TWN,亞洲,台灣,2022-10-18,7257592,44854,44653.429,303748.869,1877.255,1868.861,23893396,44884
126,TWN,亞洲,台灣,2022-10-19,7302188,44596,43544.571,305615.326,1866.457,1822.452,23893396,44628
125,TWN,亞洲,台灣,2022-10-20,7341966,39778,41602.286,307280.137,1664.811,1741.163,23893396,39808
124,TWN,亞洲,台灣,2022-10-21,7379205,37239,40033.571,308838.685,1558.548,1675.508,23893396,37265
123,TWN,亞洲,台灣,2022-10-22,7414829,35624,38915.857,310329.641,1490.956,1628.729,23893396,35654
122,TWN,亞洲,台灣,2022-10-23,7450158,35329,38035.143,311808.250,1478.609,1591.868,23893396,35365
121,TWN,亞洲,台灣,2022-10-24,7476478,26320,37677.143,312909.810,1101.560,1576.885,23893396,26357
120,TWN,亞洲,台灣,2022-10-25,7515630,39152,36862.571,314548.422,1638.612,1542.793,23893396,39203
119,TWN,亞洲,台灣,2022-10-26,7555884,40254,36242.286,316233.155,1684.733,1516.833,23893396,40317
118,TWN,亞洲,台灣,2022-10-27,7591541,35657,35653.571,317725.492,1492.337,1492.194,23893396,35702
117,TWN,亞洲,台灣,2022-10-28,7626103,34562,35271.143,319172.000,1446.508,1476.188,23893396,34602
116,TWN,亞洲,台灣,2022-10-29,7658580,32477,34821.571,320531.246,1359.246,1457.372,23893396,32520
115,TWN,亞洲,台灣,2022-10-30,7690110,31530,34278.857,321850.858,1319.611,1434.658,23893396,31547
114,TWN,亞洲,台灣,2022-10-31,7712726,22616,33749.714,322797.396,946.538,1412.512,23893396,22634
113,TWN,亞洲,台灣,2022-11-01,7746969,34243,33048.429,324230.553,1433.158,1383.162,23893396,34274
112,TWN,亞洲,台灣,2022-11-02,7780125,33156,32034.429,325618.217,1387.664,1340.723,23893396,33184
111,TWN,亞洲,台灣,2022-11-03,7810077,29952,31219.429,326871.785,1253.568,1306.613,23893396,29977
110,TWN,亞洲,台灣,2022-11-04,7837658,27581,30222.143,328026.121,1154.336,1264.874,23893396,27594
109,TWN,亞洲,台灣,2022-11-05,7863193,25535,29230.429,329094.826,1068.705,1223.369,23893396,25567
108,TWN,亞洲,台灣,2022-11-06,7887538,24345,28204.000,330113.727,1018.901,1180.410,23893396,24355
107,TWN,亞洲,台灣,2022-11-07,7904094,16556,27338.286,330806.638,692.911,1144.177,23893396,16561
106,TWN,亞洲,台灣,2022-11-08,7929052,24958,26011.857,331851.194,1044.556,1088.663,23893396,24974
105,TWN,亞洲,台灣,2022-11-09,7953885,24833,24822.857,332890.519,1039.325,1038.900,23893396,24857
104,TWN,亞洲,台灣,2022-11-10,7976205,22320,23732.571,333824.669,934.149,993.269,23893396,22331
103,TWN,亞洲,台灣,2022-11-11,7996490,20285,22690.286,334673.648,848.979,949.647,23893396,20306
102,TWN,亞洲,台灣,2022-11-12,8015698,19208,21786.429,335477.552,803.904,911.818,23893396,19224
101,TWN,亞洲,台灣,2022-11-13,8034295,18597,20965.286,336255.884,778.332,877.451,23893396,18611
100,TWN,亞洲,台灣,2022-11-14,8050901,16606,20972.429,336950.888,695.004,877.750,23893396,16619
99,TWN,亞洲,台灣,2022-11-15,8069442,18541,20055.714,337726.876,775.988,839.383,23893396,18558
98,TWN,亞洲,台灣,2022-11-16,8092118,22676,19747.571,338675.925,949.049,826.487,23893396,22692
97,TWN,亞洲,台灣,2022-11-17,8112234,20116,19432.714,339517.832,841.906,813.309,23893396,20127
96,TWN,亞洲,台灣,2022-11-18,8130231,17997,19105.857,340271.052,753.221,799.629,23893396,18003
95,TWN,亞洲,台灣,2022-11-19,8146790,16559,18727.429,340964.089,693.037,783.791,23893396,16571
94,TWN,亞洲,台灣,2022-11-20,8163008,16218,18387.571,341642.854,678.765,769.567,23893396,16236
93,TWN,亞洲,台灣,2022-11-21,8174903,11895,17714.571,342140.690,497.836,741.400,23893396,11915
92,TWN,亞洲,台灣,2022-11-22,8193072,18169,17661.429,342901.110,760.419,739.176,23893396,18179
91,TWN,亞洲,台灣,2022-11-23,8210955,17883,16976.714,343649.559,748.449,710.519,23893396,17892
90,TWN,亞洲,台灣,2022-11-24,8226995,16040,16394.429,344320.874,671.315,686.149,23893396,16052
89,TWN,亞洲,台灣,2022-11-25,8241178,14183,15849.571,344914.469,593.595,663.345,23893396,14195
88,TWN,亞洲,台灣,2022-11-26,8254423,13245,15376.143,345468.807,554.337,643.531,23893396,13269
87,TWN,亞洲,台灣,2022-11-27,8267720,13297,14958.857,346025.320,556.514,626.067,23893396,13311
86,TWN,亞洲,台灣,2022-11-28,8278371,10651,14781.143,346471.092,445.772,618.629,23893396,10659
85,TWN,亞洲,台灣,2022-11-29,8295652,17281,14654.286,347194.346,723.254,613.320,23893396,17289
84,TWN,亞洲,台灣,2022-11-30,8313366,17714,14630.143,347935.722,741.376,612.309,23893396,17727
83,TWN,亞洲,台灣,2022-12-01,8329008,15642,14573.286,348590.380,654.658,609.929,23893396,15651
82,TWN,亞洲,台灣,2022-12-02,8343081,14073,14557.571,349179.372,588.991,609.272,23893396,14081
81,TWN,亞洲,台灣,2022-12-03,8356217,13136,14542.000,349729.147,549.775,608.620,23893396,13152
80,TWN,亞洲,台灣,2022-12-04,8369226,13009,14500.857,350273.607,544.460,606.898,23893396,13019
79,TWN,亞洲,台灣,2022-12-05,8379467,10241,14442.286,350702.219,428.612,604.447,23893396,10244
78,TWN,亞洲,台灣,2022-12-06,8395477,16010,14260.714,351372.279,670.060,596.848,23893396,16034
77,TWN,亞洲,台灣,2022-12-07,8412200,16723,14119.143,352072.179,699.901,590.922,23893396,16741
76,TWN,亞洲,台灣,2022-12-08,8427473,15273,14066.429,352711.394,639.214,588.716,23893396,15283
75,TWN,亞洲,台灣,2022-12-09,8441828,14355,14106.714,353312.187,600.794,590.402,23893396,14359
74,TWN,亞洲,台灣,2022-12-10,8456104,14276,14269.571,353909.674,597.487,597.218,23893396,14284
73,TWN,亞洲,台灣,2022-12-11,8470187,14083,14423.000,354499.084,589.410,603.640,23893396,14084
72,TWN,亞洲,台灣,2022-12-12,8481040,10853,14510.429,354953.310,454.226,607.299,23893396,10853
71,TWN,亞洲,台灣,2022-12-13,8498195,17155,14674.000,355671.291,717.981,614.145,23893396,17168
70,TWN,亞洲,台灣,2022-12-14,8515833,17638,14804.714,356409.487,738.196,619.615,23893396,17663
69,TWN,亞洲,台灣,2022-12-15,8531911,16078,14919.714,357082.392,672.906,624.428,23893396,16080
68,TWN,亞洲,台灣,2022-12-16,8547315,15404,15069.571,357727.089,644.697,630.700,23893396,15416
67,TWN,亞洲,台灣,2022-12-17,8562931,15616,15261.000,358380.659,653.570,638.712,23893396,15625
66,TWN,亞洲,台灣,2022-12-18,8578053,15122,15409.429,359013.553,632.895,644.924,23893396,15123
65,TWN,亞洲,台灣,2022-12-19,8588414,10361,15339.143,359447.188,433.634,641.983,23893396,10365
64,TWN,亞洲,台灣,2022-12-20,8605539,17125,15334.857,360163.913,716.725,641.803,23893396,17131
63,TWN,亞洲,台灣,2022-12-21,8624680,19141,15549.571,360965.013,801.100,650.789,23893396,19155
62,TWN,亞洲,台灣,2022-12-22,8644555,19875,16092.000,361796.833,831.820,673.492,23893396,19891
61,TWN,亞洲,台灣,2022-12-23,8663616,19061,16614.429,362594.585,797.752,695.357,23893396,19073
60,TWN,亞洲,台灣,2022-12-24,8681672,18056,16963.000,363350.275,755.690,709.945,23893396,18066
59,TWN,亞洲,台灣,2022-12-25,8699400,17728,17335.286,364092.237,741.962,725.526,23893396,17729
58,TWN,亞洲,台灣,2022-12-26,8713634,14234,17888.571,364687.966,595.729,748.683,23893396,14234
57,TWN,亞洲,台灣,2022-12-27,8738114,24480,18939.286,365712.517,1024.551,792.658,23893396,24498
56,TWN,亞洲,台灣,2022-12-28,8766272,28158,20227.429,366891.002,1178.485,846.570,23893396,28168
55,TWN,亞洲,台灣,2022-12-29,8794212,27940,21379.571,368060.363,1169.361,894.790,23893396,27955
54,TWN,亞洲,台灣,2022-12-30,8821620,27408,22572.000,369207.458,1147.095,944.696,23893396,27413
53,TWN,亞洲,台灣,2022-12-31,8847360,25740,23669.714,370284.743,1077.285,990.638,23893396,25755
52,TWN,亞洲,台灣,2023-01-01,8872746,25386,24763.714,371347.212,1062.469,1036.425,23893396,25386
51,TWN,亞洲,台灣,2023-01-02,8889346,16600,25101.714,372041.965,694.753,1050.571,23893396,16602
50,TWN,亞洲,台灣,2023-01-03,8914351,25005,25176.714,373088.489,1046.523,1053.710,23893396,25009
49,TWN,亞洲,台灣,2023-01-04,8948201,33850,25989.857,374505.198,1416.709,1087.742,23893396,33871
48,TWN,亞洲,台灣,2023-01-05,8979699,31498,26498.143,375823.470,1318.272,1109.015,23893396,31514
47,TWN,亞洲,台灣,2023-01-06,9007371,27672,26535.857,376981.615,1158.144,1110.594,23893396,27676
46,TWN,亞洲,台灣,2023-01-07,9031781,24410,26345.857,378003.236,1021.621,1102.642,23893396,24422
45,TWN,亞洲,台灣,2023-01-08,9055191,23410,26063.571,378983.004,979.769,1090.827,23893396,23411
44,TWN,亞洲,台灣,2023-01-09,9072505,17314,26165.571,379707.640,724.635,1095.096,23893396,17318
43,TWN,亞洲,台灣,2023-01-10,9097554,25049,26171.857,380756.005,1048.365,1095.359,23893396,25063
42,TWN,亞洲,台灣,2023-01-11,9123185,25631,24997.714,381828.728,1072.723,1046.219,23893396,25643
41,TWN,亞洲,台灣,2023-01-12,9146104,22919,23772.143,382787.947,959.219,994.925,23893396,22937
40,TWN,亞洲,台灣,2023-01-13,9167811,21707,22920.000,383696.441,908.494,959.261,23893396,21737
39,TWN,亞洲,台灣,2023-01-14,9188207,20396,22346.571,384550.066,853.625,935.261,23893396,20412
38,TWN,亞洲,台灣,2023-01-15,9209474,21267,22040.429,385440.144,890.079,922.449,23893396,21270
37,TWN,亞洲,台灣,2023-01-16,9225106,15632,21800.143,386094.384,654.239,912.392,23893396,15632
36,TWN,亞洲,台灣,2023-01-17,9245066,19960,21073.143,386929.761,835.377,881.965,23893396,19970
35,TWN,亞洲,台灣,2023-01-18,9266087,21021,20414.571,387809.544,879.783,854.402,23893396,21031
34,TWN,亞洲,台灣,2023-01-19,9284494,18407,19770.000,388579.924,770.380,827.425,23893396,18414
33,TWN,亞洲,台灣,2023-01-20,9302697,18203,19269.429,389341.766,761.842,806.475,23893396,18218
32,TWN,亞洲,台灣,2023-01-21,9323771,21074,19366.286,390223.767,882.001,810.529,23893396,21078
31,TWN,亞洲,台灣,2023-01-22,9342958,19187,19069.143,391026.793,803.025,798.093,23893396,19187
30,TWN,亞洲,台灣,2023-01-23,9353625,10667,18359.857,391473.234,446.441,768.407,23893396,10669
29,TWN,亞洲,台灣,2023-01-24,9368483,14858,17631.000,392095.079,621.845,737.903,23893396,14859
28,TWN,亞洲,台灣,2023-01-25,9384996,16513,16987.000,392786.191,691.111,710.950,23893396,16518
27,TWN,亞洲,台灣,2023-01-26,9404138,19142,17092.000,393587.333,801.142,715.344,23893396,19144
26,TWN,亞洲,台灣,2023-01-27,9428486,24348,17969.857,394606.359,1019.026,752.085,23893396,24350
25,TWN,亞洲,台灣,2023-01-28,9455924,27438,18879.000,395754.710,1148.351,790.135,23893396,27444
24,TWN,亞洲,台灣,2023-01-29,9483267,27343,20044.143,396899.085,1144.375,838.899,23893396,27350
23,TWN,亞洲,台灣,2023-01-30,9505551,22284,21703.714,397831.727,932.643,908.356,23893396,22291
22,TWN,亞洲,台灣,2023-01-31,9537823,32272,24191.429,399182.393,1350.666,1012.473,23893396,32287
21,TWN,亞洲,台灣,2023-02-01,9569611,31788,26373.571,400512.803,1330.409,1103.802,23893396,31801
20,TWN,亞洲,台灣,2023-02-02,9596660,27049,27503.143,401644.873,1132.070,1151.077,23893396,27085
19,TWN,亞洲,台灣,2023-02-03,9622129,25469,27663.286,402710.816,1065.943,1157.780,23893396,25477
18,TWN,亞洲,台灣,2023-02-04,9645862,23733,27134.000,403704.103,993.287,1135.628,23893396,23746
17,TWN,亞洲,台灣,2023-02-05,9668845,22983,26511.143,404666.001,961.898,1109.559,23893396,22991
16,TWN,亞洲,台灣,2023-02-06,9685484,16639,25704.714,405362.385,696.385,1075.808,23893396,16640
15,TWN,亞洲,台灣,2023-02-07,9708863,23379,24434.286,406340.857,978.471,1022.638,23893396,23394
14,TWN,亞洲,台灣,2023-02-08,9733094,24231,23354.714,407354.986,1014.130,977.455,23893396,24240
13,TWN,亞洲,台灣,2023-02-09,9754006,20912,22478.000,408230.207,875.221,940.762,23893396,20920
12,TWN,亞洲,台灣,2023-02-10,9773627,19621,21642.571,409051.396,821.189,905.797,23893396,19629
11,TWN,亞洲,台灣,2023-02-11,9791908,18281,20863.714,409816.503,765.107,873.200,23893396,18300
10,TWN,亞洲,台灣,2023-02-12,9809098,17190,20036.143,410535.949,719.446,838.564,23893396,17199
9,TWN,亞洲,台灣,2023-02-13,9821755,12657,19467.286,411065.677,529.728,814.756,23893396,12657
8,TWN,亞洲,台灣,2023-02-14,9842257,20502,19056.286,411923.738,858.061,797.555,23893396,20511
7,TWN,亞洲,台灣,2023-02-15,9862108,19851,18430.571,412754.554,830.815,771.367,23893396,19861
6,TWN,亞洲,台灣,2023-02-16,9878848,16740,17834.571,413455.166,700.612,746.423,23893396,16747
5,TWN,亞洲,台灣,2023-02-17,9894283,15435,17236.571,414101.160,645.994,721.395,23893396,15440
4,TWN,亞洲,台灣,2023-02-18,9909368,15085,16780.000,414732.506,631.346,702.286,23893396,15094
3,TWN,亞洲,台灣,2023-02-19,9925158,15790,16580.000,415393.358,660.852,693.916,23893396,15877
2,TWN,亞洲,台灣,2023-02-20,9937216,12058,16494.429,415898.016,504.658,690.334,23893396,12060
1,TWN,亞洲,台灣,2023-02-21,9954456,17240,16028.429,416619.555,721.538,670.831,23893396,17253
